model,device,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms
falcon_h1,a100-sxm4-80gb,1024,4,108,100.0,256,4,96,True,2.822144031524658,0.008570140891950339
falcon_h1,a100-sxm4-80gb,1024,16,108,100.0,256,4,384,False,3.9567359685897827,0.053477411603974456
falcon_h1,a100-sxm4-80gb,1024,32,108,100.0,256,4,768,False,7.7946882247924805,0.06329720740143022
falcon_h1,a100-sxm4-80gb,2048,1,108,100.0,256,8,24,True,5.553663969039917,0.02269903517040958
falcon_h1,a100-sxm4-80gb,2048,4,108,100.0,256,8,96,True,5.552127838134766,0.008641181385835979
falcon_h1,a100-sxm4-80gb,2048,16,108,100.0,256,8,384,False,8.080895900726318,0.12337305251271317
falcon_h1,a100-sxm4-80gb,2048,32,108,100.0,256,8,768,False,15.6943359375,0.13026888061899716
falcon_h1,a100-sxm4-80gb,4096,1,108,100.0,256,16,24,True,11.051519870758057,0.025913317927153356
falcon_h1,a100-sxm4-80gb,4096,4,108,100.0,256,16,96,True,11.000832080841064,0.02029847282824149
falcon_h1,a100-sxm4-80gb,4096,16,108,100.0,256,16,384,False,16.19711971282959,0.08472380080693075
falcon_h1,a100-sxm4-80gb,4096,32,108,100.0,256,16,768,False,31.20486354827881,0.0069360077358912526
falcon_h1,a100-sxm4-80gb,8192,1,108,100.0,256,32,24,True,21.847551345825195,0.0348310408502148
falcon_h1,a100-sxm4-80gb,8192,4,108,100.0,256,32,96,True,21.913599967956543,0.08080924085544991
falcon_h1,a100-sxm4-80gb,8192,16,108,100.0,256,32,384,False,32.39219093322754,0.17772069707491095
falcon_h1,a100-sxm4-80gb,8192,32,108,100.0,256,32,768,False,62.57766342163086,1.0550908133392847
falcon_h1,a100-sxm4-80gb,512,1,14,13.0,512,1,48,False,0.9011200070381165,0.0013481689110068447
falcon_h1,a100-sxm4-80gb,512,4,14,13.0,512,1,192,False,3.0464000701904297,0.0025543242257744596
falcon_h1,a100-sxm4-80gb,512,16,14,13.0,512,1,768,False,11.404288291931152,0.0032898430033409805
falcon_h1,a100-sxm4-80gb,512,32,14,13.0,512,1,1536,False,22.586880683898926,0.002161204944282504
falcon_h1,a100-sxm4-80gb,1024,1,14,13.0,512,2,48,False,1.7131520509719849,0.0029932165921335865
falcon_h1,a100-sxm4-80gb,1024,4,14,13.0,512,2,192,False,5.887487888336182,0.003344346797597437
falcon_h1,a100-sxm4-80gb,1024,16,14,13.0,512,2,768,False,22.5797119140625,0.0044092963080521845
falcon_h1,a100-sxm4-80gb,1024,32,14,13.0,512,2,1536,False,44.71244812011719,0.00341973204863993
falcon_h1,a100-sxm4-80gb,2048,1,14,13.0,512,4,48,False,3.3203200101852417,0.003394533934878703
falcon_h1,a100-sxm4-80gb,2048,4,14,13.0,512,4,192,False,11.68281602859497,0.002214610515794203
falcon_h1,a100-sxm4-80gb,2048,16,14,13.0,512,4,768,False,44.98944091796875,0.00472978126676912
falcon_h1,a100-sxm4-80gb,2048,32,14,13.0,512,4,1536,False,89.46073913574219,0.04582057138888428
falcon_h1,a100-sxm4-80gb,4096,1,14,13.0,512,8,48,False,6.539776086807251,0.005444259449161226
falcon_h1,a100-sxm4-80gb,4096,4,14,13.0,512,8,192,False,23.25606346130371,0.005164407486919728
falcon_h1,a100-sxm4-80gb,4096,16,14,13.0,512,8,768,False,89.87187194824219,0.007195439105120037
falcon_h1,a100-sxm4-80gb,4096,32,14,13.0,512,8,1536,False,178.735107421875,0.010687161647386942
falcon_h1,a100-sxm4-80gb,8192,1,14,13.0,512,16,48,False,12.965375900268555,0.008796195364694111
falcon_h1,a100-sxm4-80gb,8192,4,14,13.0,512,16,192,False,46.39334297180176,0.006676016955365401
falcon_h1,a100-sxm4-80gb,8192,16,14,13.0,512,16,768,False,179.64749145507812,0.010096003275983973
falcon_h1,a100-sxm4-80gb,8192,32,14,13.0,512,16,1536,False,357.27052307128906,0.01769497381489243
falcon_h1,a100-sxm4-80gb,512,1,27,25.0,512,1,48,False,0.78438401222229,0.007675066049602816
falcon_h1,a100-sxm4-80gb,512,4,27,25.0,512,1,192,False,1.6138240098953247,0.0024232447307980395
falcon_h1,a100-sxm4-80gb,512,16,27,25.0,512,1,768,False,5.825023889541626,0.003325064634531606
falcon_h1,a100-sxm4-80gb,512,32,27,25.0,512,1,1536,False,11.48364782333374,0.0043298255713886446
falcon_h1,a100-sxm4-80gb,1024,1,27,25.0,512,2,48,False,1.481727957725525,0.009184345638100612
falcon_h1,a100-sxm4-80gb,1024,4,27,25.0,512,2,192,False,3.121151924133301,0.001809402428169262
falcon_h1,a100-sxm4-80gb,1024,16,27,25.0,512,2,768,False,11.493887901306152,0.0032400130720313144
falcon_h1,a100-sxm4-80gb,1024,32,27,25.0,512,2,1536,False,22.716415405273438,0.002608227667793756
falcon_h1,a100-sxm4-80gb,2048,1,27,25.0,512,4,48,False,2.844159960746765,0.0059864703410253215
falcon_h1,a100-sxm4-80gb,2048,4,27,25.0,512,4,192,False,6.1327362060546875,0.004778668994931278
falcon_h1,a100-sxm4-80gb,2048,16,27,25.0,512,4,768,False,22.87104034423828,0.003993815014797754
falcon_h1,a100-sxm4-80gb,2048,32,27,25.0,512,4,1536,False,45.32121658325195,0.0045141771506874515
falcon_h1,a100-sxm4-80gb,4096,1,27,25.0,512,8,48,False,5.5613439083099365,0.017605663926756804
falcon_h1,a100-sxm4-80gb,4096,4,27,25.0,512,8,192,False,12.159488201141357,0.0075526910949414066
falcon_h1,a100-sxm4-80gb,4096,16,27,25.0,512,8,768,False,45.63711929321289,0.0038979171786881063
falcon_h1,a100-sxm4-80gb,4096,32,27,25.0,512,8,1536,False,90.54412841796875,0.006222748213554277
falcon_h1,a100-sxm4-80gb,8192,1,27,25.0,512,16,48,False,11.098112106323242,0.02121870166379979
falcon_h1,a100-sxm4-80gb,8192,4,27,25.0,512,16,192,False,24.203776359558105,0.008177635316770553
falcon_h1,a100-sxm4-80gb,8192,16,27,25.0,512,16,768,False,91.15135955810547,0.004002348101084218
falcon_h1,a100-sxm4-80gb,8192,32,27,25.0,512,16,1536,False,180.9745864868164,0.00957426091896523
falcon_h1,a100-sxm4-80gb,512,1,40,37.0,512,1,48,False,0.7613440155982971,0.004965196580998781
falcon_h1,a100-sxm4-80gb,512,4,40,37.0,512,1,192,False,1.2021759748458862,0.00333742069765647
falcon_h1,a100-sxm4-80gb,512,16,40,37.0,512,1,768,False,4.2045440673828125,0.0025199200040143476
falcon_h1,a100-sxm4-80gb,512,32,40,37.0,512,1,1536,False,8.171520233154297,0.0020594410830322377
falcon_h1,a100-sxm4-80gb,1024,1,40,37.0,512,2,48,False,1.4607360363006592,0.008455162947525912
falcon_h1,a100-sxm4-80gb,1024,4,40,37.0,512,2,192,False,2.3070719242095947,0.004130023731891739
falcon_h1,a100-sxm4-80gb,1024,16,40,37.0,512,2,768,False,8.202239990234375,0.044630409191207324
falcon_h1,a100-sxm4-80gb,1024,32,40,37.0,512,2,1536,False,16.139263153076172,0.0020927731906631424
falcon_h1,a100-sxm4-80gb,2048,1,40,37.0,512,4,48,False,2.8385279178619385,0.007247977085615127
falcon_h1,a100-sxm4-80gb,2048,4,40,37.0,512,4,192,False,4.5107197761535645,0.0027644533526187897
falcon_h1,a100-sxm4-80gb,2048,16,40,37.0,512,4,768,False,16.292351722717285,0.0033024639602426517
falcon_h1,a100-sxm4-80gb,2048,32,40,37.0,512,4,1536,False,32.18431854248047,0.005380255658943872
falcon_h1,a100-sxm4-80gb,4096,1,40,37.0,512,8,48,False,5.57209587097168,0.01175497732246596
falcon_h1,a100-sxm4-80gb,4096,4,40,37.0,512,8,192,False,8.90880012512207,0.004248143386041388
