# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,1,81,75.0,512,4,4,48,True,2.0848639011383057,0.008077398477846257,14778944,12582912,13.124,2039.0,0.644,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,1,94,87.04,512,4,4,48,True,2.086911916732788,0.01090182980800626,14778944,12582912,13.111,2039.0,0.643,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,1,108,100.0,512,4,4,48,True,2.0761600732803345,0.013807762900754956,14778944,12582912,13.179,2039.0,0.646,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,14,12.96,512,4,4,192,False,3.0074880123138428,0.01029902130232197,59114048,50331648,36.391,2039.0,1.785,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,27,25.0,512,4,4,192,False,2.261504054069519,0.012564144674946402,59114048,50331648,48.395,2039.0,2.373,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,40,37.04,512,4,4,192,False,2.194432020187378,0.009795751219116291,59114048,50331648,49.874,2039.0,2.446,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,54,50.0,512,4,4,192,False,2.1632000207901,0.012212386855210896,59114048,50331648,50.594,2039.0,2.481,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,68,62.96,512,4,4,192,False,2.147839903831482,0.015194489281127021,59114048,50331648,50.956,2039.0,2.499,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,81,75.0,512,4,4,192,False,2.119167923927307,0.012502298265103769,59114048,50331648,51.646,2039.0,2.533,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,94,87.04,512,4,4,192,False,2.12172794342041,0.008966742766263216,59114048,50331648,51.583,2039.0,2.53,True,ok
falcon_h1,a100_sxm4_80gb,ssm_chunked,2048,4,108,100.0,512,4,4,192,False,2.109951972961426,0.007949421239143922,59114048,50331648,51.871,2039.0,2.544,True,ok
