# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,108,100.0,512,4,4,1792,False,2.310655951499939,0.008906766810552245,246942336,234881024,208.522,2039.0,10.227,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,14,12.96,512,4,4,3584,False,20.991488456726074,0.00495232640687961,493881984,469762048,45.906,2039.0,2.251,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,27,25.0,512,4,4,3584,False,10.779135704040527,0.005091368359091114,493881984,469762048,89.399,2039.0,4.384,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,40,37.04,512,4,4,3584,False,7.756799936294556,0.003875338513518992,493881984,469762048,124.232,2039.0,6.093,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,54,50.0,512,4,4,3584,False,5.975552082061768,0.0022356937123962214,493881984,469762048,161.264,2039.0,7.909,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,68,62.96,512,4,4,3584,False,4.9689600467681885,0.00237468235866175,493881984,469762048,193.933,2039.0,9.511,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,81,75.0,512,4,4,3584,False,4.331520080566406,0.00663719900581642,493881984,469762048,222.472,2039.0,10.911,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,94,87.04,512,4,4,3584,False,3.942911982536316,0.00888064001502412,493881984,469762048,244.399,2039.0,11.986,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,16,108,100.0,512,4,4,3584,False,3.5932159423828125,0.005363388253730657,493881984,469762048,268.184,2039.0,13.153,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,14,12.96,512,4,4,7168,False,41.78483200073242,0.009526421288974246,987761280,939524096,46.124,2039.0,2.262,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,27,25.0,512,4,4,7168,False,21.293567657470703,0.0048281071926401615,987761280,939524096,90.51,2039.0,4.439,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,40,37.04,512,4,4,7168,False,15.215104103088379,0.005164235156263528,987761280,939524096,126.669,2039.0,6.212,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,54,50.0,512,4,4,7168,False,11.582976341247559,0.004312183037019421,987761280,939524096,166.389,2039.0,8.16,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,68,62.96,512,4,4,7168,False,9.52627182006836,0.003915696583850751,987761280,939524096,202.313,2039.0,9.922,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,81,75.0,512,4,4,7168,False,8.2391037940979,0.006389414410015132,987761280,939524096,233.919,2039.0,11.472,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,32,94,87.04,512,4,4,7168,False,7.459839820861816,0.008971899091823476,987761280,939524096,258.355,2039.0,12.671,True,ok
