sm_count,sm_ratio,seq_len,batch_size,context_len,latency_ms,latency_p99_ms,achieved_bandwidth_GBs,theoretical_bw_GBs,bw_utilization_pct,model_name,layer_type
54,0.5,1024,4,0,0.16281600296497345,0.16487424358725547,412.17609312296594,2000,20.608804656148298,zamba2,attn
54,0.5,1024,16,0,0.4904960095882416,0.492554235458374,547.2734757319321,2000,27.363673786596603,zamba2,attn
54,0.5,2048,1,0,0.187391996383667,0.18943999707698822,179.06011274515987,2000,8.953005637257993,zamba2,attn
54,0.5,2048,4,0,0.477183997631073,0.48025599122047424,281.27038766243004,2000,14.063519383121504,zamba2,attn
54,0.5,2048,16,0,1.6537599563598633,1.670143961906433,324.6365410743899,2000,16.231827053719496,zamba2,attn
54,0.5,4096,1,0,0.5437440276145935,0.5468159914016724,123.41995606720825,2000,6.170997803360413,zamba2,attn
54,0.5,4096,4,0,1.602560043334961,1.6220159530639648,167.5041488251387,2000,8.375207441256936,zamba2,attn
54,0.5,4096,16,0,5.974016189575195,6.12045835018158,179.73533882845948,2000,8.986766941422973,zamba2,attn
65,0.6018518518518519,256,1,0,0.04608000069856644,0.057364480793476086,91.02222084233793,2000,4.551111042116897,zamba2,attn
65,0.6018518518518519,256,4,0,0.07372800260782242,0.07578624330461024,227.55554750672124,2000,11.377777375336063,zamba2,attn
65,0.6018518518518519,256,16,0,0.07577600330114365,0.07681024357676505,885.6215830399591,2000,44.28107915199796,zamba2,attn
65,0.6018518518518519,512,1,0,0.050175998359918594,0.06561791986227028,167.18367893404903,2000,8.359183946702451,zamba2,attn
65,0.6018518518518519,512,4,0,0.06656000018119812,0.06860800087451935,504.1230755506889,2000,25.206153777534446,zamba2,attn
65,0.6018518518518519,512,16,0,0.16998399794101715,0.17203199863433838,789.5903710099363,2000,39.47951855049682,zamba2,attn
65,0.6018518518518519,1024,1,0,0.08089599758386612,0.08191999793052673,207.39241125751377,2000,10.369620562875689,zamba2,attn
65,0.6018518518518519,1024,4,0,0.16281600296497345,0.16486400365829468,412.17609312296594,2000,20.608804656148298,zamba2,attn
65,0.6018518518518519,1024,16,0,0.48844799399375916,0.4904960095882416,549.5681409297174,2000,27.47840704648587,zamba2,attn
65,0.6018518518518519,2048,1,0,0.187391996383667,0.18943999707698822,179.06011274515987,2000,8.953005637257993,zamba2,attn
65,0.6018518518518519,2048,4,0,0.4792320132255554,0.48127999901771545,280.06836833921835,2000,14.003418416960917,zamba2,attn
65,0.6018518518518519,2048,16,0,1.6537599563598633,1.6701542019844056,324.6365410743899,2000,16.231827053719496,zamba2,attn
65,0.6018518518518519,4096,1,0,0.5427200198173523,0.5458022236824036,123.65282567351193,2000,6.182641283675596,zamba2,attn
65,0.6018518518518519,4096,4,0,1.6189440488815308,1.6220159530639648,165.8089766508313,2000,8.290448832541566,zamba2,attn
65,0.6018518518518519,4096,16,0,5.972991943359375,6.215700602531433,179.76615977085984,2000,8.988307988542992,zamba2,attn
87,0.8055555555555556,256,1,0,0.04505600035190582,0.05940224148333072,93.09090836383095,2000,4.654545418191548,zamba2,attn
87,0.8055555555555556,256,4,0,0.0727040022611618,0.0759091232717036,230.7605562034145,2000,11.538027810170725,zamba2,attn
87,0.8055555555555556,256,16,0,0.07475200295448303,0.07680000364780426,897.7533891749097,2000,44.887669458745485,zamba2,attn
87,0.8055555555555556,512,1,0,0.050175998359918594,0.06860800087451935,167.18367893404903,2000,8.359183946702451,zamba2,attn
87,0.8055555555555556,512,4,0,0.06656000018119812,0.06860800087451935,504.1230755506889,2000,25.206153777534446,zamba2,attn
87,0.8055555555555556,512,16,0,0.16998399794101715,0.1722367987036703,789.5903710099363,2000,39.47951855049682,zamba2,attn
87,0.8055555555555556,1024,1,0,0.08089599758386612,0.08294399827718735,207.39241125751377,2000,10.369620562875689,zamba2,attn
87,0.8055555555555556,1024,4,0,0.16383999586105347,0.1658879965543747,409.6000103473666,2000,20.480000517368328,zamba2,attn
87,0.8055555555555556,1024,16,0,0.48844799399375916,0.49050624936819076,549.5681409297174,2000,27.47840704648587,zamba2,attn
87,0.8055555555555556,2048,1,0,0.187391996383667,0.18943999707698822,179.06011274515987,2000,8.953005637257993,zamba2,attn
87,0.8055555555555556,2048,4,0,0.4792320132255554,0.4843622326850891,280.06836833921835,2000,14.003418416960917,zamba2,attn
87,0.8055555555555556,2048,16,0,1.6537599563598633,1.6558079719543457,324.6365410743899,2000,16.231827053719496,zamba2,attn
87,0.8055555555555556,4096,1,0,0.5416960120201111,0.5457919836044312,123.88657570089055,2000,6.194328785044528,zamba2,attn
87,0.8055555555555556,4096,4,0,1.6102399826049805,1.6209919452667236,166.70524822376854,2000,8.335262411188427,zamba2,attn
87,0.8055555555555556,4096,16,0,6.028287887573242,6.08564208984375,178.1172107280111,2000,8.905860536400555,zamba2,attn
108,1.0,256,1,0,0.04505600035190582,0.05637120041996236,93.09090836383095,2000,4.654545418191548,zamba2,attn
108,1.0,256,4,0,0.0727040022611618,0.07681024357676505,230.7605562034145,2000,11.538027810170725,zamba2,attn
108,1.0,256,16,0,0.07475200295448303,0.07680000364780426,897.7533891749097,2000,44.887669458745485,zamba2,attn
108,1.0,512,1,0,0.050175998359918594,0.062463998794555664,167.18367893404903,2000,8.359183946702451,zamba2,attn
108,1.0,512,4,0,0.06656000018119812,0.06759424053132533,504.1230755506889,2000,25.206153777534446,zamba2,attn
108,1.0,512,16,0,0.16896000504493713,0.17100800573825836,794.3757338566784,2000,39.718786692833916,zamba2,attn
108,1.0,1024,1,0,0.0798719972372055,0.08191999793052673,210.05128931701407,2000,10.502564465850703,zamba2,attn
108,1.0,1024,4,0,0.16383999586105347,0.16486400365829468,409.6000103473666,2000,20.480000517368328,zamba2,attn
108,1.0,1024,16,0,0.4935680031776428,0.4946022507548332,543.867216415538,2000,27.193360820776903,zamba2,attn
108,1.0,2048,1,0,0.18943999707698822,0.19150847777724264,177.12432705730836,2000,8.856216352865417,zamba2,attn
108,1.0,2048,4,0,0.477183997631073,0.4824473667144774,281.27038766243004,2000,14.063519383121504,zamba2,attn
108,1.0,2048,16,0,1.652735948562622,1.656831979751587,324.8376804939195,2000,16.241884024695974,zamba2,attn
108,1.0,4096,1,0,0.5401600003242493,0.5458841437101364,124.23886248466316,2000,6.211943124233158,zamba2,attn
108,1.0,4096,4,0,1.6117759943008423,1.6220261931419373,166.5463792420126,2000,8.32731896210063,zamba2,attn
108,1.0,4096,16,0,6.028287887573242,6.089727878570557,178.1172107280111,2000,8.905860536400555,zamba2,attn
