"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=n_blocks_per_call,waves,bw_util_pct; metadata=model,config_status,layer_type,batch,seq,chunk_granularity,tokens_per_call,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,seq__metadata,chunk_granularity__metadata,tokens_per_call__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,n_blocks_per_call__derived,waves__derived,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
falcon_h1_1.5b,verified,attn,8,2048,512,512,4096,81,ok,30,512,6.321,0.64614,0.0013,168.773,8.277
falcon_h1_1.5b,verified,attn,32,2048,256,256,0,81,ok,30,1024,12.642,0.09216,0.00143,1638.4,80.353
falcon_h1_1.5b,verified,attn,32,2048,256,256,4096,81,ok,30,1024,12.642,1.05472,0.00082,270.416,13.262
falcon_h1_1.5b,verified,attn,32,2048,512,512,0,81,ok,30,2048,25.284,0.20531,0.00214,1470.883,72.137
falcon_h1_1.5b,verified,attn,32,2048,512,512,4096,81,ok,30,2048,25.284,2.0265,0.00117,215.252,10.557
falcon_h1_1.5b,verified,attn,128,2048,256,256,0,81,ok,30,4096,50.5679,0.256,0.00148,2359.296,115.708
falcon_h1_1.5b,verified,attn,128,2048,256,256,4096,81,ok,30,4096,50.5679,3.70586,0.01694,307.851,15.098
falcon_h1_1.5b,verified,attn,128,2048,512,512,0,81,ok,30,8192,101.1358,0.6912,0.0025,1747.627,85.71
falcon_h1_1.5b,verified,attn,128,2048,512,512,4096,81,ok,30,8192,101.1358,7.67334,0.00194,227.389,11.152
falcon_h1_1.5b,verified,ssm,1,2048,256,256,0,94,ok,30,96,1.0213,0.51251,0.01208,6.698,0.328
falcon_h1_1.5b,verified,ssm,1,2048,512,512,0,94,ok,30,192,2.0426,0.50586,0.00789,13.571,0.666
falcon_h1_1.5b,verified,ssm,8,2048,256,256,0,94,ok,30,768,8.1702,0.56934,0.00714,48.231,2.365
falcon_h1_1.5b,verified,ssm,8,2048,512,512,0,94,ok,30,1536,16.3404,0.65587,0.00583,83.735,4.107
falcon_h1_1.5b,verified,ssm,32,2048,256,256,0,94,ok,30,3072,32.6809,0.9984,0.00406,110.015,5.396
