"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=n_blocks_per_call,bw_util_pct,scan_share_pct; metadata=model,config_status,layer_type,component,batch,seq,chunk_granularity,tokens_per_call,context_len,sm_count,status"
model__metadata,config_status__metadata,layer_type__metadata,component__metadata,batch__metadata,seq__metadata,chunk_granularity__metadata,tokens_per_call__metadata,context_len__metadata,sm_count__metadata,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived,n_blocks_per_call__derived,status__metadata,scan_share_pct__derived
zamba2_1.2b,verified,ssm,out_proj,64,2048,256,256,0,108,1.02912,0.00357,211.932,10.394,,ok,25.921
zamba2_1.2b,verified,ssm,attn,64,2048,256,256,0,108,0.39578,0.00716,3052.129,149.688,8192,ok,25.921
zamba2_1.2b,verified,ssm,in_proj,64,2048,512,512,0,108,4.75443,0.22131,148.208,7.269,,ok,27.087
zamba2_1.2b,verified,ssm,scan,64,2048,512,512,0,108,2.56205,0.02527,217.733,10.678,8192,ok,27.087
zamba2_1.2b,verified,ssm,out_proj,64,2048,512,512,0,108,2.14221,0.0068,195.793,9.602,,ok,27.087
zamba2_1.2b,verified,ssm,attn,64,2048,512,512,0,108,1.09363,0.00374,2209.079,108.341,16384,ok,27.087
zamba2_1.2b,verified,ssm,in_proj,64,2048,full,2048,0,108,17.49402,0.2743,155.362,7.62,,ok,29.852
zamba2_1.2b,verified,ssm,scan,64,2048,full,2048,0,108,11.11296,0.02195,200.79,9.847,32768,ok,29.852
zamba2_1.2b,verified,ssm,out_proj,64,2048,full,2048,0,108,8.62003,0.05064,188.792,9.259,,ok,29.852
zamba2_1.2b,verified,ssm,attn,64,2048,full,2048,0,108,12.25165,0.01317,788.765,38.684,65536,ok,29.852
zamba2_1.2b,verified,ssm,in_proj,128,2048,256,256,0,108,4.45696,0.18782,158.099,7.754,,ok,28.669
zamba2_1.2b,verified,ssm,scan,128,2048,256,256,0,108,2.65318,0.02384,210.254,10.312,8192,ok,28.669
zamba2_1.2b,verified,ssm,out_proj,128,2048,256,256,0,108,2.14426,0.01045,195.606,9.593,,ok,28.669
zamba2_1.2b,verified,ssm,attn,128,2048,256,256,0,108,0.77517,0.00343,3116.639,152.851,16384,ok,28.669
zamba2_1.2b,verified,ssm,in_proj,128,2048,512,512,0,108,8.77722,0.38718,156.739,7.687,,ok,29.556
zamba2_1.2b,verified,ssm,scan,128,2048,512,512,0,108,5.4953,0.02342,203.026,9.957,16384,ok,29.556
zamba2_1.2b,verified,ssm,out_proj,128,2048,512,512,0,108,4.32026,0.02859,190.286,9.332,,ok,29.556
zamba2_1.2b,verified,ssm,attn,128,2048,512,512,0,108,2.1545,0.0038,2242.677,109.989,32768,ok,29.556
zamba2_1.2b,verified,ssm,in_proj,128,2048,full,2048,0,108,35.06125,0.48418,154.081,7.557,,ok,29.818
zamba2_1.2b,verified,ssm,scan,128,2048,full,2048,0,108,22.21466,0.02497,200.892,9.852,65536,ok,29.818
zamba2_1.2b,verified,ssm,out_proj,128,2048,full,2048,0,108,17.22573,0.11076,187.975,9.219,,ok,29.818
zamba2_1.2b,verified,ssm,attn,128,2048,full,2048,0,108,24.47104,0.07433,789.805,38.735,131072,ok,29.818
zamba2_1.2b,verified,ssm,in_proj,256,2048,256,256,0,108,8.76902,0.00868,156.885,7.694,,ok,30.228
zamba2_1.2b,verified,ssm,scan,256,2048,256,256,0,108,5.67091,0.02357,196.738,9.649,16384,ok,30.228
zamba2_1.2b,verified,ssm,out_proj,256,2048,256,256,0,108,4.32026,0.03007,190.286,9.332,,ok,30.228
zamba2_1.2b,verified,ssm,attn,256,2048,256,256,0,108,1.54317,0.0057,3131.116,153.561,32768,ok,30.228
zamba2_1.2b,verified,ssm,in_proj,256,2048,512,512,0,108,17.5145,0.23946,155.181,7.611,,ok,30.002
zamba2_1.2b,verified,ssm,scan,256,2048,512,512,0,108,11.20768,0.0527,199.093,9.764,32768,ok,30.002
zamba2_1.2b,verified,ssm,out_proj,256,2048,512,512,0,108,8.63386,0.07452,188.489,9.244,,ok,30.002
zamba2_1.2b,verified,ssm,attn,256,2048,512,512,0,108,4.33408,0.02018,2229.695,109.352,65536,ok,30.002
zamba2_1.2b,verified,ssm,in_proj,256,2048,full,2048,0,108,70.58585,0.36919,152.594,7.484,,ok,29.592
zamba2_1.2b,verified,ssm,scan,256,2048,full,2048,0,108,44.13645,0.06323,202.225,9.918,131072,ok,29.592
zamba2_1.2b,verified,ssm,out_proj,256,2048,full,2048,0,108,34.42893,0.00751,187.61,9.201,,ok,29.592
zamba2_1.2b,verified,ssm,attn,256,2048,full,2048,0,108,49.08134,0.26669,787.564,38.625,262144,ok,29.592
zamba2_1.2b,verified,ssm,in_proj,512,2048,256,256,0,108,17.69779,0.14036,153.573,7.532,,ok,30.584
zamba2_1.2b,verified,ssm,scan,512,2048,256,256,0,108,11.59731,0.05301,192.404,9.436,32768,ok,30.584
zamba2_1.2b,verified,ssm,out_proj,512,2048,256,256,0,108,8.62413,0.04808,188.702,9.255,,ok,30.584
zamba2_1.2b,verified,ssm,attn,512,2048,256,256,0,108,3.08173,0.01194,3135.798,153.791,65536,ok,30.584
zamba2_1.2b,verified,ssm,in_proj,512,2048,512,512,0,108,35.31725,0.37906,152.964,7.502,,ok,30.115
zamba2_1.2b,verified,ssm,scan,512,2048,512,512,0,108,22.64166,0.03021,197.103,9.667,65536,ok,30.115
zamba2_1.2b,verified,ssm,out_proj,512,2048,512,512,0,108,17.22573,0.00489,187.975,9.219,,ok,30.115
zamba2_1.2b,verified,ssm,attn,512,2048,512,512,0,108,8.78029,0.03717,2201.221,107.956,131072,ok,30.115
zamba2_1.2b,verified,ssm,in_proj,512,2048,full,,0,108,,,,,,failed:AcceleratorError: CUDA error: an illegal,
zamba2_1.2b,verified,ssm,scan,512,2048,full,,0,108,,,,,,failed:AcceleratorError: CUDA error: an illegal,
zamba2_1.2b,verified,ssm,out_proj,512,2048,full,,0,108,,,,,,failed:AcceleratorError: CUDA error: an illegal,
zamba2_1.2b,verified,ssm,attn,512,2048,full,,0,108,,,,,,failed:AcceleratorError: CUDA error: an illegal,
