# value_kind: latency_per_step_ms=measured(CUDA event); bytes_analytic,bytes_analytic_w_weight,achieved_bw_GBs,bw_util_pct=derived; model,cell,scope,sm_count,batch,context_len,backend,status=metadata
model,cell,scope,sm_count,batch,context_len,latency_per_step_ms,bytes_analytic,bytes_analytic_w_weight,achieved_bw_GBs,bw_util_pct,backend,status
zamba2,decode_ssm,layer,81,16,0,0.3080480098724365,30310400,187148960,98.39505216265353,4.919752608132677,triton_ssu+linear,ok
zamba2,decode_ssm,layer,81,32,0,0.30857598781585693,60620800,217459360,196.4533936327396,9.82266968163698,triton_ssu+linear,ok
zamba2,decode_ssm,layer,94,1,0,0.31064000725746155,1894400,158732960,6.098377400660767,0.30491887003303836,triton_ssu+linear,ok
zamba2,decode_ssm,layer,94,4,0,0.31355199217796326,7577600,164416160,24.166964934157296,1.2083482467078648,triton_ssu+linear,ok
zamba2,decode_ssm,layer,94,8,0,0.3102880120277405,15155200,171993760,48.84236390880963,2.4421181954404814,triton_ssu+linear,ok
zamba2,decode_ssm,layer,94,16,0,0.3094240128993988,30310400,187148960,97.95749113322579,4.897874556661289,triton_ssu+linear,ok
zamba2,decode_ssm,layer,94,32,0,0.306304007768631,60620800,217459360,197.9105674836301,9.895528374181504,triton_ssu+linear,ok
zamba2,decode_ssm,layer,108,1,0,0.30583998560905457,1894400,158732960,6.194088703697334,0.30970443518486673,triton_ssu+linear,ok
zamba2,decode_ssm,layer,108,4,0,0.3080799877643585,7577600,164416160,24.596209753799027,1.2298104876899514,triton_ssu+linear,ok
zamba2,decode_ssm,layer,108,8,0,0.3047359883785248,15155200,171993760,49.73222913591393,2.4866114567956967,triton_ssu+linear,ok
zamba2,decode_ssm,layer,108,16,0,0.3046239912509918,30310400,187148960,99.50102707119366,4.975051353559683,triton_ssu+linear,ok
zamba2,decode_ssm,layer,108,32,0,0.3012480139732361,60620800,217459360,201.2321980167005,10.061609900835025,triton_ssu+linear,ok
