"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=bw_util_pct; metadata=model,config_status,layer_type,batch,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
zamba2_2.7b,verified,attn,64,16384,54,ok,30,27.06944,0.01053,793.542,38.918
zamba2_2.7b,verified,attn,128,1024,54,ok,30,3.59629,0.00161,749.704,36.768
zamba2_2.7b,verified,attn,128,4096,54,ok,30,13.65402,0.30391,787.257,38.61
zamba2_2.7b,verified,attn,128,16384,54,ok,30,53.8711,0.21932,797.486,39.112
zamba2_2.7b,verified,attn,256,1024,54,ok,30,7.12243,0.04778,757.087,37.13
zamba2_2.7b,verified,attn,256,4096,54,ok,30,27.09811,0.01359,793.355,38.909
zamba2_2.7b,,attn,256,16384,54,failed:oom,0,,,,
zamba2_2.7b,verified,attn,512,1024,54,ok,30,14.20544,0.02304,759.188,37.233
zamba2_2.7b,,attn,512,4096,54,failed:oom,0,,,,
zamba2_2.7b,,attn,512,16384,54,failed:oom,0,,,,
zamba2_2.7b,verified,ssm,1,1024,68,ok,30,0.5079,0.00853,0.042,0.002
zamba2_2.7b,verified,ssm,1,4096,68,ok,30,0.50125,0.00667,0.043,0.002
zamba2_2.7b,verified,ssm,1,16384,68,ok,30,0.50022,0.00624,0.043,0.002
zamba2_2.7b,verified,ssm,2,1024,68,ok,30,0.50432,0.00615,0.084,0.004
zamba2_2.7b,verified,ssm,2,4096,68,ok,30,0.49664,0.00807,0.085,0.004
zamba2_2.7b,verified,ssm,2,16384,68,ok,30,0.50022,0.00579,0.085,0.004
zamba2_2.7b,verified,ssm,4,1024,68,ok,30,0.50381,0.00567,0.167,0.008
zamba2_2.7b,verified,ssm,4,4096,68,ok,30,0.50637,0.00576,0.166,0.008
zamba2_2.7b,verified,ssm,4,16384,68,ok,30,0.50483,0.00617,0.167,0.008
zamba2_2.7b,verified,ssm,8,1024,68,ok,30,0.5335,0.00536,0.314,0.015
zamba2_2.7b,verified,ssm,8,4096,68,ok,30,0.54118,0.00488,0.31,0.015
zamba2_2.7b,verified,ssm,8,16384,68,ok,30,0.53555,0.00584,0.313,0.015
zamba2_2.7b,verified,ssm,16,1024,68,ok,30,0.6144,0.00663,0.545,0.027
zamba2_2.7b,verified,ssm,16,4096,68,ok,30,0.6103,0.006,0.549,0.027
zamba2_2.7b,verified,ssm,16,16384,68,ok,30,0.61082,0.00637,0.548,0.027
zamba2_2.7b,verified,ssm,32,1024,68,ok,30,0.74803,0.0045,0.895,0.044
zamba2_2.7b,verified,ssm,32,4096,68,ok,30,0.74854,0.00583,0.894,0.044
zamba2_2.7b,verified,ssm,32,16384,68,ok,30,0.74496,0.00476,0.898,0.044
zamba2_2.7b,verified,ssm,64,1024,68,ok,30,1.01837,0.00613,1.314,0.064
zamba2_2.7b,verified,ssm,64,4096,68,ok,30,1.0199,0.00548,1.312,0.064
zamba2_2.7b,verified,ssm,64,16384,68,ok,30,1.01632,0.00504,1.316,0.065
zamba2_2.7b,verified,ssm,128,1024,68,ok,30,1.79814,0.00333,1.488,0.073
zamba2_2.7b,verified,ssm,128,4096,68,ok,30,1.79712,0.00279,1.489,0.073
zamba2_2.7b,verified,ssm,128,16384,68,ok,30,1.79814,0.00292,1.488,0.073
zamba2_2.7b,verified,ssm,256,1024,68,ok,30,3.43194,0.003,1.559,0.076
zamba2_2.7b,verified,ssm,256,4096,68,ok,30,3.43142,0.00309,1.559,0.076
zamba2_2.7b,verified,ssm,256,16384,68,ok,30,3.43142,0.00431,1.559,0.076
zamba2_2.7b,verified,ssm,512,1024,68,ok,30,6.69798,0.00485,1.597,0.078
zamba2_2.7b,verified,ssm,512,4096,68,ok,30,6.69901,0.2421,1.597,0.078
zamba2_2.7b,verified,ssm,512,16384,68,ok,30,6.69747,0.00526,1.598,0.078
zamba2_2.7b,verified,attn,1,1024,68,ok,30,0.0553,0.00146,380.926,18.682
zamba2_2.7b,verified,attn,1,4096,68,ok,30,0.10752,0.00127,781.048,38.305
zamba2_2.7b,verified,attn,1,16384,68,ok,30,0.32461,0.00398,1033.975,50.71
zamba2_2.7b,verified,attn,2,1024,68,ok,30,0.07475,0.00111,563.562,27.639
zamba2_2.7b,verified,attn,2,4096,68,ok,30,0.1792,0.00202,937.257,45.967
zamba2_2.7b,verified,attn,2,16384,68,ok,30,0.57549,0.02975,1166.441,57.207
zamba2_2.7b,verified,attn,4,1024,68,ok,30,0.09882,0.00122,852.642,41.817
zamba2_2.7b,verified,attn,4,4096,68,ok,30,0.25498,0.00316,1317.43,64.612
zamba2_2.7b,verified,attn,4,16384,68,ok,30,0.87603,0.00785,1532.531,75.161
