"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,two_stream,,108,108,ok,0.043,1.8442,0.043,1.9348,1.9348,1.0252,0.9754,4.9139,198.4652
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,green_ctx,0.5,54,54,ok,0.043,1.8442,0.0492,3.4852,3.4852,1.8467,0.5415,88.9784,110.1807
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,green_ctx,0.7,76,32,ok,0.043,1.8442,0.0471,5.6694,5.6694,3.0041,0.3329,207.4125,67.7323
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,sequential,,108,108,ok,0.042,3.7873,0.042,3.7873,3.8292,1.0,1.0,0.0,133.7077
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,two_stream,,108,108,ok,0.042,3.7873,0.043,3.8871,3.8871,1.0151,0.9851,2.6362,131.7176
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,green_ctx,0.5,54,54,ok,0.042,3.7873,0.0492,6.8122,6.8122,1.779,0.5621,79.8702,75.1597
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,green_ctx,0.7,76,32,ok,0.042,3.7873,0.0471,11.2179,11.2179,2.9295,0.3414,196.2012,45.6413
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,8192,256,256,sequential,,108,108,ok,0.043,0.2294,0.043,0.2294,0.2724,1.0,1.0,0.0,969.2199
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,8192,256,256,two_stream,,108,108,ok,0.043,0.2294,0.0394,0.2263,0.2263,0.8308,1.2036,-1.3393,1166.5724
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,8192,256,256,green_ctx,0.5,54,54,ok,0.043,0.2294,0.0471,0.2632,0.2632,0.9662,1.035,14.7321,1003.1615
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,8192,256,256,green_ctx,0.7,76,32,ok,0.043,0.2294,0.0451,0.4024,0.4024,1.4774,0.6768,75.4464,656.0115
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,8192,256,256,sequential,,108,108,ok,0.042,0.9277,0.042,0.9277,0.9697,1.0,1.0,0.0,296.9905
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,8192,256,256,two_stream,,108,108,ok,0.042,0.9277,0.041,0.9492,0.9492,0.9789,1.0216,2.3179,303.3981
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,8192,256,256,green_ctx,0.5,54,54,ok,0.042,0.9277,0.0502,1.7777,1.7777,1.8332,0.5455,91.6115,162.0104
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,8192,256,256,green_ctx,0.7,76,32,ok,0.042,0.9277,0.0461,2.8733,2.8733,2.963,0.3375,209.713,100.2316
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,8192,256,256,sequential,,108,108,ok,0.042,1.7613,0.042,1.7613,1.8033,1.0,1.0,0.0,177.456
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,8192,256,256,two_stream,,108,108,ok,0.042,1.7613,0.042,1.9215,1.9215,1.0656,0.9384,9.0988,166.5334
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,8192,256,256,green_ctx,0.5,54,54,ok,0.042,1.7613,0.0492,3.4785,3.4785,1.929,0.5184,97.5,91.9929
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,8192,256,256,green_ctx,0.7,76,32,ok,0.042,1.7613,0.0461,5.6187,5.6187,3.1158,0.3209,219.0116,56.9528
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,8192,256,256,sequential,,108,108,ok,0.043,3.8216,0.043,3.8216,3.8646,1.0,1.0,0.0,99.3641
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,8192,256,256,two_stream,,108,108,ok,0.043,3.8216,0.043,3.841,3.841,0.9939,1.0061,0.5091,99.9733
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,8192,256,256,green_ctx,0.5,54,54,ok,0.043,3.8216,0.0492,6.7799,6.7799,1.7544,0.57,77.4116,56.638
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,8192,256,256,green_ctx,0.7,76,32,ok,0.043,3.8216,0.0461,11.0909,11.0909,2.8699,0.3484,190.2197,34.6228
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,8192,256,256,sequential,,108,108,ok,0.0425,7.6534,0.0425,7.6534,7.6959,1.0,1.0,0.0,66.5292
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,8192,256,256,two_stream,,108,108,ok,0.0425,7.6534,0.043,7.6503,7.6503,0.9941,1.006,-0.0401,66.9254
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,8192,256,256,green_ctx,0.5,54,54,ok,0.0425,7.6534,0.0492,13.2915,13.2915,1.7271,0.579,73.6687,38.5208
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,8192,256,256,green_ctx,0.7,76,32,ok,0.0425,7.6534,0.0471,22.1092,22.1092,2.8729,0.3481,188.8815,23.1578
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,16384,256,256,sequential,,108,108,ok,0.042,0.4188,0.042,0.4188,0.4608,1.0,1.0,0.0,572.9167
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,16384,256,256,two_stream,,108,108,ok,0.042,0.4188,0.0404,0.4163,0.4163,0.9033,1.107,-0.6112,634.2251
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,16384,256,256,green_ctx,0.5,54,54,ok,0.042,0.4188,0.0486,0.4792,0.4792,1.04,0.9615,14.4254,550.8814
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,16384,256,256,green_ctx,0.7,76,32,ok,0.042,0.4188,0.0461,0.7496,0.7496,1.6267,0.6148,78.9731,352.2029
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,16384,256,256,sequential,,108,108,ok,0.042,1.8176,0.042,1.8176,1.8596,1.0,1.0,0.0,154.8733
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,16384,256,256,two_stream,,108,108,ok,0.042,1.8176,0.041,1.8258,1.8258,0.9818,1.0185,0.4507,157.7398
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,16384,256,256,green_ctx,0.5,54,54,ok,0.042,1.8176,0.0481,3.3802,3.3802,1.8177,0.5501,85.9718,85.2015
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,16384,256,256,green_ctx,0.7,76,32,ok,0.042,1.8176,0.0461,5.5834,5.5834,3.0025,0.3331,207.1831,51.5818
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,16384,256,256,sequential,,108,108,ok,0.0435,3.8093,0.0435,3.8093,3.8528,1.0,1.0,0.0,83.0565
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,16384,256,256,two_stream,,108,108,ok,0.0435,3.8093,0.043,3.842,3.842,0.9972,1.0028,0.8602,83.2889
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,16384,256,256,green_ctx,0.5,54,54,ok,0.0435,3.8093,0.0486,6.7579,6.7579,1.754,0.5701,77.4059,47.3521
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,16384,256,256,green_ctx,0.7,76,32,ok,0.0435,3.8093,0.0461,11.0582,11.0582,2.8702,0.3484,190.2957,28.9379
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,16384,256,256,sequential,,108,108,ok,0.043,7.6621,0.043,7.6621,7.7051,1.0,1.0,0.0,49.8372
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,16384,256,256,two_stream,,108,108,ok,0.043,7.6621,0.0435,7.6104,7.6104,0.9877,1.0124,-0.6749,50.4575
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,16384,256,256,green_ctx,0.5,54,54,ok,0.043,7.6621,0.0492,13.2977,13.2977,1.7258,0.5794,73.5516,28.8773
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,16384,256,256,green_ctx,0.7,76,32,ok,0.043,7.6621,0.0481,22.0124,22.0124,2.8569,0.35,187.2903,17.4447
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,16384,256,256,sequential,,108,108,ok,0.042,15.1777,0.042,15.1777,15.2197,1.0,1.0,0.0,33.6406
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,16384,256,256,two_stream,,108,108,ok,0.042,15.1777,0.044,15.1936,15.1936,0.9983,1.0017,0.1046,33.6984
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,16384,256,256,green_ctx,0.5,54,54,ok,0.042,15.1777,0.0532,26.3711,26.3711,1.7327,0.5771,73.7485,19.4152
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,16384,256,256,green_ctx,0.7,76,32,ok,0.042,15.1777,0.0553,43.8866,43.8866,2.8835,0.3468,189.1513,11.6664
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,1024,256,256,sequential,,108,108,ok,0.044,0.5222,0.044,0.5222,0.5663,1.0,1.0,0.0,466.2071
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,1024,256,256,two_stream,,108,108,ok,0.044,0.5222,0.0532,0.5187,0.5187,0.9159,1.0918,-0.6863,509.0079
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,1024,256,256,green_ctx,0.5,54,54,ok,0.044,0.5222,0.0579,0.5361,0.5361,0.9467,1.0564,2.6471,492.4785
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,1024,256,256,green_ctx,0.7,76,32,ok,0.044,0.5222,0.0553,0.5622,0.5622,0.9928,1.0073,7.6471,469.6038
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,1024,256,256,sequential,,108,108,ok,0.044,0.5868,0.044,0.5868,0.6308,1.0,1.0,0.0,456.5747
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,1024,256,256,two_stream,,108,108,ok,0.044,0.5868,0.0502,0.5888,0.5888,0.9334,1.0713,0.349,489.1304
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,1024,256,256,green_ctx,0.5,54,54,ok,0.044,0.5868,0.0584,0.704,0.704,1.1161,0.896,19.9825,409.0909
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,1024,256,256,green_ctx,0.7,76,32,ok,0.044,0.5868,0.0553,0.9103,0.9103,1.4432,0.6929,55.1483,316.3667
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,1024,256,256,sequential,,108,108,ok,0.0435,0.9416,0.0435,0.9416,0.9851,1.0,1.0,0.0,324.8441
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,1024,256,256,two_stream,,108,108,ok,0.0435,0.9416,0.0502,0.9421,0.9421,0.9563,1.0457,0.0544,339.6739
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,1024,256,256,green_ctx,0.5,54,54,ok,0.0435,0.9416,0.0584,1.2124,1.2124,1.2308,0.8125,28.7656,263.9358
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,1024,256,256,green_ctx,0.7,76,32,ok,0.0435,0.9416,0.0563,1.6445,1.6445,1.6694,0.599,74.6601,194.5828
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,1024,256,256,sequential,,108,108,ok,0.042,1.6845,0.042,1.6845,1.7265,1.0,1.0,0.0,222.4199
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,1024,256,256,two_stream,,108,108,ok,0.042,1.6845,0.0512,1.6881,1.6881,0.9778,1.0227,0.2128,227.4795
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,1024,256,256,green_ctx,0.5,54,54,ok,0.042,1.6845,0.0584,2.2671,2.2671,1.3132,0.7615,34.5897,169.3767
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,1024,256,256,green_ctx,0.7,76,32,ok,0.042,1.6845,0.0563,3.115,3.115,1.8043,0.5542,84.924,123.2742
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,1024,256,256,sequential,,108,108,ok,0.044,3.1913,0.044,3.1913,3.2353,1.0,1.0,0.0,158.2529
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,1024,256,256,two_stream,,108,108,ok,0.044,3.1913,0.0522,3.1969,3.1969,0.9881,1.012,0.1765,160.1537
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,1024,256,256,green_ctx,0.5,54,54,ok,0.044,3.1913,0.0594,4.3182,4.3182,1.3347,0.7492,35.3121,118.5677
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,1024,256,256,green_ctx,0.7,76,32,ok,0.044,3.1913,0.0573,6.0303,6.0303,1.8639,0.5365,88.962,84.9041
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,2048,256,256,sequential,,108,108,ok,0.044,0.5146,0.044,0.5146,0.5586,1.0,1.0,0.0,472.6169
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,2048,256,256,two_stream,,108,108,ok,0.044,0.5146,0.0502,0.5146,0.5146,0.9212,1.0856,0.0,513.0597
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,2048,256,256,green_ctx,0.5,54,54,ok,0.044,0.5146,0.0573,0.5371,0.5371,0.9615,1.04,4.3781,491.5396
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,2048,256,256,green_ctx,0.7,76,32,ok,0.044,0.5146,0.0553,0.5647,0.5647,1.011,0.9891,9.7512,467.4751
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,2048,256,256,sequential,,108,108,ok,0.043,0.5893,0.043,0.5893,0.6323,1.0,1.0,0.0,455.4656
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,2048,256,256,two_stream,,108,108,ok,0.043,0.5893,0.0522,0.5914,0.5914,0.9352,1.0693,0.3475,487.013
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,2048,256,256,green_ctx,0.5,54,54,ok,0.043,0.5893,0.0584,0.7122,0.7122,1.1263,0.8879,20.8514,404.3853
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,2048,256,256,green_ctx,0.7,76,32,ok,0.043,0.5893,0.0558,0.9226,0.9226,1.4591,0.6853,56.5595,312.1532
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,2048,256,256,sequential,,108,108,ok,0.043,0.9467,0.043,0.9467,0.9897,1.0,1.0,0.0,323.3316
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,2048,256,256,two_stream,,108,108,ok,0.043,0.9467,0.0512,0.9462,0.9462,0.956,1.046,-0.0541,338.2035
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,2048,256,256,green_ctx,0.5,54,54,ok,0.043,0.9467,0.0584,1.2242,1.2242,1.2369,0.8084,29.3131,261.3969
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,2048,256,256,green_ctx,0.7,76,32,ok,0.043,0.9467,0.0563,1.6466,1.6466,1.6637,0.6011,73.9319,194.3408
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,2048,256,256,sequential,,108,108,ok,0.043,1.6855,0.043,1.6855,1.7285,1.0,1.0,0.0,222.1564
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,2048,256,256,two_stream,,108,108,ok,0.043,1.6855,0.0522,1.6886,1.6886,0.9769,1.0237,0.1823,227.4106
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,2048,256,256,green_ctx,0.5,54,54,ok,0.043,1.6855,0.0594,2.2636,2.2636,1.3095,0.7636,34.2953,169.6449
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,2048,256,256,green_ctx,0.7,76,32,ok,0.043,1.6855,0.0563,3.1171,3.1171,1.8033,0.5545,84.9332,123.1932
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,2048,256,256,sequential,,108,108,ok,0.044,3.1836,0.044,3.1836,3.2276,1.0,1.0,0.0,158.6294
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,2048,256,256,two_stream,,108,108,ok,0.044,3.1836,0.0522,3.1867,3.1867,0.9873,1.0129,0.0965,160.6684
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,2048,256,256,green_ctx,0.5,54,54,ok,0.044,3.1836,0.0604,4.3172,4.3172,1.3376,0.7476,35.6063,118.5958
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,2048,256,256,green_ctx,0.7,76,32,ok,0.044,3.1836,0.0573,6.0319,6.0319,1.8688,0.5351,89.4661,84.8824
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,4096,256,256,sequential,,108,108,ok,0.044,0.5125,0.044,0.5125,0.5565,1.0,1.0,0.0,474.356
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,4096,256,256,two_stream,,108,108,ok,0.044,0.5125,0.0502,0.5156,0.5156,0.9264,1.0794,0.5994,512.0407
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,4096,256,256,green_ctx,0.5,54,54,ok,0.044,0.5125,0.0584,0.5345,0.5345,0.9604,1.0412,4.2957,493.8937
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,4096,256,256,green_ctx,0.7,76,32,ok,0.044,0.5125,0.0553,0.5668,0.5668,1.0184,0.9819,10.5894,465.7859
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,4096,256,256,sequential,,108,108,ok,0.043,0.5868,0.043,0.5868,0.6298,1.0,1.0,0.0,457.3171
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,4096,256,256,two_stream,,108,108,ok,0.043,0.5868,0.0507,0.5914,0.5914,0.939,1.0649,0.7853,487.013
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,4096,256,256,green_ctx,0.5,54,54,ok,0.043,0.5868,0.0584,0.7117,0.7117,1.1301,0.8849,21.2914,404.6763
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,4096,256,256,green_ctx,0.7,76,32,ok,0.043,0.5868,0.0563,0.9226,0.9226,1.465,0.6826,57.2426,312.1532
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,4096,256,256,sequential,,108,108,ok,0.044,0.9452,0.044,0.9452,0.9892,1.0,1.0,0.0,323.499
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,4096,256,256,two_stream,,108,108,ok,0.044,0.9452,0.0512,0.9431,0.9431,0.9534,1.0489,-0.2167,339.3051
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,4096,256,256,green_ctx,0.5,54,54,ok,0.044,0.9452,0.0584,1.2273,1.2273,1.2407,0.806,29.8483,260.7426
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,4096,256,256,green_ctx,0.7,76,32,ok,0.044,0.9452,0.0563,1.6456,1.6456,1.6636,0.6011,74.1062,194.4617
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,4096,256,256,sequential,,108,108,ok,0.043,1.684,0.043,1.684,1.727,1.0,1.0,0.0,222.354
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,4096,256,256,two_stream,,108,108,ok,0.043,1.684,0.0512,1.6886,1.6886,0.9778,1.0227,0.2736,227.4106
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,4096,256,256,green_ctx,0.5,54,54,ok,0.043,1.684,0.0594,2.2636,2.2636,1.3107,0.7629,34.4178,169.6449
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,4096,256,256,green_ctx,0.7,76,32,ok,0.043,1.684,0.0568,3.1186,3.1186,1.8058,0.5538,85.1931,123.1325
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,4096,256,256,sequential,,108,108,ok,0.043,3.1826,0.043,3.1826,3.2256,1.0,1.0,0.0,158.7302
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,4096,256,256,two_stream,,108,108,ok,0.043,3.1826,0.0522,3.1887,3.1887,0.9886,1.0116,0.1931,160.5652
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,4096,256,256,green_ctx,0.5,54,54,ok,0.043,3.1826,0.0594,4.3167,4.3167,1.3383,0.7472,35.6339,118.6099
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,4096,256,256,green_ctx,0.7,76,32,ok,0.043,3.1826,0.0568,6.0319,6.0319,1.87,0.5348,89.527,84.8824
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,8192,256,256,sequential,,108,108,ok,0.042,0.5176,0.042,0.5176,0.5596,1.0,1.0,0.0,471.7521
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,8192,256,256,two_stream,,108,108,ok,0.042,0.5176,0.0512,0.513,0.513,0.9167,1.0908,-0.8902,514.5958
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,8192,256,256,green_ctx,0.5,54,54,ok,0.042,0.5176,0.0579,0.5412,0.5412,0.9671,1.0341,4.55,487.8193
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,8192,256,256,green_ctx,0.7,76,32,ok,0.042,0.5176,0.0553,0.5612,0.5612,1.0027,0.9973,8.4075,470.4608
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,8192,256,256,sequential,,108,108,ok,0.044,0.5888,0.044,0.5888,0.6328,1.0,1.0,0.0,455.0971
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,8192,256,256,two_stream,,108,108,ok,0.044,0.5888,0.0497,0.5985,0.5985,0.9458,1.0573,1.6522,481.1805
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,8192,256,256,green_ctx,0.5,54,54,ok,0.044,0.5888,0.0579,0.7188,0.7188,1.1359,0.8803,22.087,400.641
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,8192,256,256,green_ctx,0.7,76,32,ok,0.044,0.5888,0.0563,0.9288,0.9288,1.4676,0.6814,57.7391,310.0882
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,8192,256,256,sequential,,108,108,ok,0.043,0.9656,0.043,0.9656,1.0086,1.0,1.0,0.0,317.2589
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,8192,256,256,two_stream,,108,108,ok,0.043,0.9656,0.0502,0.959,0.959,0.9508,1.0518,-0.6893,333.6893
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,8192,256,256,green_ctx,0.5,54,54,ok,0.043,0.9656,0.0594,1.236,1.236,1.2254,0.8161,27.9958,258.9064
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,8192,256,256,green_ctx,0.7,76,32,ok,0.043,0.9656,0.0563,1.6507,1.6507,1.6365,0.611,70.9438,193.8586
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,8192,256,256,sequential,,108,108,ok,0.044,1.7157,0.044,1.7157,1.7597,1.0,1.0,0.0,218.2136
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,8192,256,256,two_stream,,108,108,ok,0.044,1.7157,0.0512,1.7132,1.7132,0.9735,1.0272,-0.1492,224.1482
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,8192,256,256,green_ctx,0.5,54,54,ok,0.044,1.7157,0.0594,2.2605,2.2605,1.2846,0.7785,31.7517,169.8754
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,128,8192,256,256,green_ctx,0.7,76,32,ok,0.044,1.7157,0.0594,3.1462,3.1462,1.7879,0.5593,83.3781,122.0504
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,8192,256,256,sequential,,108,108,ok,0.042,3.2532,0.042,3.2532,3.2952,1.0,1.0,0.0,155.376
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,8192,256,256,two_stream,,108,108,ok,0.042,3.2532,0.0527,3.2599,3.2599,0.9893,1.0108,0.2046,157.0598
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,8192,256,256,green_ctx,0.5,54,54,ok,0.042,3.2532,0.0589,4.3663,4.3663,1.325,0.7547,34.2147,117.2608
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,256,8192,256,256,green_ctx,0.7,76,32,ok,0.042,3.2532,0.0568,6.079,6.079,1.8448,0.5421,86.8587,84.2247
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,16384,256,256,sequential,,108,108,ok,0.044,0.5161,0.044,0.5161,0.5601,1.0,1.0,0.0,471.3208
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,16384,256,256,two_stream,,108,108,ok,0.044,0.5161,0.0502,0.5176,0.5176,0.9241,1.0821,0.2976,510.0148
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,16384,256,256,green_ctx,0.5,54,54,ok,0.044,0.5161,0.0579,0.5402,0.5402,0.9644,1.037,4.6627,488.7441
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,8,16384,256,256,green_ctx,0.7,76,32,ok,0.044,0.5161,0.0553,0.5617,0.5617,1.0027,0.9973,8.8294,470.0319
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,16384,256,256,sequential,,108,108,ok,0.043,0.5929,0.043,0.5929,0.6359,1.0,1.0,0.0,452.8986
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,16384,256,256,two_stream,,108,108,ok,0.043,0.5929,0.0502,0.599,0.599,0.942,1.0615,1.0363,480.7693
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,16384,256,256,green_ctx,0.5,54,54,ok,0.043,0.5929,0.0573,0.7107,0.7107,1.1176,0.8948,19.8618,405.2594
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,32,16384,256,256,green_ctx,0.7,76,32,ok,0.043,0.5929,0.0563,0.9165,0.9165,1.4412,0.6939,54.5769,314.2458
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,16384,256,256,sequential,,108,108,ok,0.0451,0.9574,0.0451,0.9574,1.0025,1.0,1.0,0.0,319.2033
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,16384,256,256,two_stream,,108,108,ok,0.0451,0.9574,0.0502,0.9595,0.9595,0.9571,1.0448,0.2139,333.5112
falcon_h1_3b,a100_sxm4_80gb,verified,attn,ssm,64,16384,256,256,green_ctx,0.5,54,54,ok,0.0451,0.9574,0.0594,1.2237,1.2237,1.2206,0.8192,27.8075,261.5063
