timestamp_ms,sm_util_pct,mem_util_pct,memory_used_mb,power_w
148377.60379123688,100,17,12751.625,320.101
148877.7036113739,100,15,12751.625,313.16
149377.80311012268,100,17,12751.625,324.331
149877.90031433105,100,17,12751.625,297.76
150378.0123167038,100,15,12751.625,307.736
150878.12201404572,100,14,12751.625,322.22
151378.2614774704,100,13,12751.625,306.219
151878.35993289948,100,16,12751.625,317.667
152378.45900154114,100,15,12751.625,305.294
152878.56773757935,100,17,12751.625,251.812
153378.66512203217,93,14,12751.625,262.129
153878.75935173035,93,14,12751.625,251.211
154378.85612392426,100,15,12751.625,312.567
154878.95702552795,100,14,12751.625,305.895
155379.0627450943,100,13,12751.625,314.955
155879.1690273285,100,15,12751.625,316.141
